name,sentence_id,new_name,,
Ozma,748,Royal Ozma,,
Ozma,750,Royal Ozma,,
Dorothy,751,Dorothy the Lamb,,
Ozma,755,Royal Ozma,,
Polychrome,759,Polly the Rainbow,,
Button,761,Button,,
Button-Bright,761,Button-Bright,,
Polly,764,Polly the Rainbow,,
Ozma,765,Royal Ozma,,
Dorothy,765,Dorothy the Lamb,,
Rainbow,765,Rainbow,,
Polychrome,766,Polly the Rainbow,,
Dorothy,768,Dorothy the Lamb,,
Ozma,768,Royal Ozma,,
Oz,768,Oz,,
Kik-a-bray,770,Kik-a-bray,,
Dorothy,772,Dorothy the Lamb,,
Kik-a-bray,773,Kik-a-bray,,
Polychrome,778,Polly the Rainbow,,
Button,780,Button,,
Button-Bright,780,Button-Bright,,
Dorothy,781,Dorothy the Lamb,,
Polychrome,787,Polly the Rainbow,,
Dorothy,790,Dorothy the Lamb,,
Button,792,Button,,
Button-Bright,792,Button-Bright,,
Button,800,Button,,
Button-Bright,800,Button-Bright,,
Dorothy,801,Dorothy the Lamb,,
Polly,801,Polly the Rainbow,,
Kik-a-bray,804,Kik-a-bray,,
Button,805,Button,,
Button-Bright,805,Button-Bright,,
Dorothy,806,Dorothy the Lamb,,
Button,807,Button,,
Button-Bright,807,Button-Bright,,
Polly,808,Polly the Rainbow,,
Toto,809,Toto,,
Dorothy,809,Dorothy the Lamb,,
Kik-a-bray,812,Kik-a-bray,,
Dorothy,813,Dorothy the Lamb,,
Polychrome,815,Polly the Rainbow,,
Toto,816,Toto,,
Dorothy,816,Dorothy the Lamb,,
Button,817,Button,,
Button-Bright,817,Button-Bright,,
Dorothy,827,Dorothy the Lamb,,
Button,828,Button,,
Button-Bright,828,Button-Bright,,
Dorothy,831,Dorothy the Lamb,,
Polychrome,832,Polly the Rainbow,,
Button,841,Button,,
Button-Bright,841,Button-Bright,,
Dorothy,842,Dorothy the Lamb,,
Dorothy,852,Dorothy the Lamb,,
Polychrome,856,Polly the Rainbow,,
Button,859,Button,,
Button-Bright,859,Button-Bright,,
Toto,860,Toto,,
Dorothy,862,Dorothy the Lamb,,
Allegro da Capo,866,Allegro da Capo,,
Dorothy,868,Dorothy the Lamb,,
Button,869,Button,,
Button-Bright,869,Button-Bright,,
Polychrome,875,Polly the Rainbow,,
Button,876,Button,,
Button-Bright,876,Button-Bright,,
Polly,877,Polly the Rainbow,,
Dorothy,877,Dorothy the Lamb,,
Button,878,Button,,
Button-Bright,878,Button-Bright,,
Toto,879,Toto,,
Dorothy,887,Dorothy the Lamb,,
Button,888,Button,,
Button-Bright,888,Button-Bright,,
Button,891,Button,,
Button-Bright,891,Button-Bright,,
Ozma,893,Royal Ozma,,
Dorothy,894,Dorothy the Lamb,,
Ozma,895,Royal Ozma,,
Polly,897,Polly the Rainbow,,
Toto,898,Toto,,
Dorothy,899,Dorothy the Lamb,,
Polly,902,Polly the Rainbow,,
Dorothy,902,Dorothy the Lamb,,
Button,904,Button,,
Button-Bright,904,Button-Bright,,
Ozma,905,Royal Ozma,,
Button,906,Button,,
Button-Bright,906,Button-Bright,,
Dorothy,908,Dorothy the Lamb,,
Toto,909,Toto,,
Button,913,Button,,
Button-Bright,913,Button-Bright,,
