name,sentence_id,title,first,middle,last,suffix,nickname,gender
Oz,1599,none,Oz,none,none,none,none,male
Wizard,1600,none,Wizard,none,none,none,none,male
Oz,1602,none,Oz,none,none,none,none,male
Wizard,1608,none,Wizard,none,none,none,none,male
Ozma,1609,none,Ozma,none,none,none,none,female
Ozma,1610,none,Ozma,none,none,none,none,female
Uncle Henry,1610,Uncle,Henry,none,none,none,none,male
Zeb,1612,none,Zeb,none,none,none,none,male
Ozma,1614,none,Ozma,none,none,none,none,female
Wizard,1616,none,Wizard,none,none,none,none,male
Ozma,1617,none,Ozma,none,none,none,none,female
Nome King,1617,none,Nome,none,King,none,none,male
Ozma,1618,none,Ozma,none,none,none,none,female
Zeb,1618,none,Zeb,none,none,none,none,male
Wizard,1622,none,Wizard,none,none,none,none,male
Dorothy,1622,none,Dorothy,none,none,none,none,female
Eureka,1628,none,Eureka,none,none,none,none,female
Dorothy,1629,none,Dorothy,none,none,none,none,female
Dorothy,1632,none,Dorothy,none,none,none,none,female
Dorothy,1635,none,Dorothy,none,none,none,none,female
Zeb,1639,none,Zeb,none,none,none,none,male
Wizard,1640,none,Wizard,none,none,none,none,male
Dorothy,1644,none,Dorothy,none,none,none,none,female
Wizard,1645,none,Wizard,none,none,none,none,male
Hungry Tiger,1649,none,Hungry,none,Tiger,none,none,male
Billina,1649,none,Billina,none,none,none,none,female
Billina,1650,none,Billina,none,none,none,none,female
Wizard,1650,none,Wizard,none,none,none,none,male
Billina,1651,none,Billina,none,none,none,none,female
Billina,1652,none,Billina,none,none,none,none,female
Dorothy,1652,none,Dorothy,none,none,none,none,female
Zeb,1653,none,Zeb,none,none,none,none,male
Oz,1654,none,Oz,none,none,none,none,male
Wizard,1657,none,Wizard,none,none,none,none,male
Jim,1662,none,Jim,none,none,none,none,male
Dorothy,1662,none,Dorothy,none,none,none,none,female
Ozma,1664,none,Ozma,none,none,none,none,female
Ozma,1665,none,Ozma,none,none,none,none,female
Zeb,1665,none,Zeb,none,none,none,none,male
Jim,1668,none,Jim,none,none,none,none,male
Jim,1670,none,Jim,none,none,none,none,male
Dorothy,1673,none,Dorothy,none,none,none,none,female
Jim,1674,none,Jim,none,none,none,none,male
Wizard,1675,none,Wizard,none,none,none,none,male
Dorothy,1675,none,Dorothy,none,none,none,none,female
Ozma,1675,none,Ozma,none,none,none,none,female
Zeb,1676,none,Zeb,none,none,none,none,male
Ozma,1677,none,Ozma,none,none,none,none,female
Dorothy,1680,none,Dorothy,none,none,none,none,female
Wizard,1680,none,Wizard,none,none,none,none,male
Wizard,1681,none,Wizard,none,none,none,none,male
Zeb,1683,none,Zeb,none,none,none,none,male
Wizard,1685,none,Wizard,none,none,none,none,male
Zeb,1688,none,Zeb,none,none,none,none,male
Zeb,1691,none,Zeb,none,none,none,none,male
Jim,1692,none,Jim,none,none,none,none,male
Wizard,1693,none,Wizard,none,none,none,none,male
Oz,1694,none,Oz,none,none,none,none,male
Jellia Jamb,1696,none,Jellia,none,Jamb,none,none,female
Wizard,1697,none,Wizard,none,none,none,none,male
Jellia,1697,none,Jellia,none,none,none,none,female
Wizard,1700,none,Wizard,none,none,none,none,male
Wizard,1705,none,Wizard,none,none,none,none,male
Dorothy,1707,none,Dorothy,none,none,none,none,female
Zeb,1707,none,Zeb,none,none,none,none,male
Wizard,1707,none,Wizard,none,none,none,none,male
Ozma,1708,none,Ozma,none,none,none,none,female
Jellia Jamb,1708,none,Jellia,none,Jamb,none,none,female
Jellia Jamb,1714,none,Jellia,none,Jamb,none,none,female
Wizard,1716,none,Wizard,none,none,none,none,male
Jellia,1717,none,Jellia,none,none,none,none,female
Sawhorse,1717,none,Sawhorse,none,none,none,none,male
Jim,1718,none,Jim,none,none,none,none,male
Sawhorse,1719,none,Sawhorse,none,none,none,none,male
Jim,1720,none,Jim,none,none,none,none,male
Zeb,1721,none,Zeb,none,none,none,none,male
Jim,1721,none,Jim,none,none,none,none,male
Jellia,1722,none,Jellia,none,none,none,none,female
Wizard,1722,none,Wizard,none,none,none,none,male
Zeb,1727,none,Zeb,none,none,none,none,male
Dorothy,1728,none,Dorothy,none,none,none,none,female
Zeb,1730,none,Zeb,none,none,none,none,male
Dorothy,1732,none,Dorothy,none,none,none,none,female
Dorothy,1733,none,Dorothy,none,none,none,none,female
