sentence_index,agent,,,,,
2506,Trot,,,,,
2507,several of King King Krewl 's attendants,,,,,
2507,several of King King Krewl 's attendants,,,,,
2507,a skinny old man,,,,,
2507,a skinny old man,,,,,
2510,He,,,,,
2510,steps,,,,,
2510,He,,,,,
2510,He,,,,,
2512,He,,,,,
2513,your Majesty,,,,,
2514,your Majesty,,,,,
2515,He,,,,,
2516,he,,,,,
2516,Strangers,,,,,
2518,the Princess Gloria,,,,,
2520,Sire,,,,,
2521,the Princess Gloria,,,,,
2522,the King,,,,,
2523,Googly - Goo,,,,,
2523,a bird,,,,,
2523,a bird,,,,,
2523,a bird,,,,,
2523,"a bird that can sing , and will not sing",,,,,
2524,the King,,,,,
2526,Googly - Goo,,,,,
2526,we,,,,,
2527,Gloria,,,,,
2527,Gloria,,,,,
2528,we,,,,,
2528,throw,,,,,
2528,your Majesty,,,,,
2529,Gloria,,,,,
2531,Googly - Goo,,,,,
2532,Googly - Goo,,,,,
2533,The King 's,,,,,
2534,to kill Pon Summons,,,,,
2534,us,,,,,
2535,us,,,,,
2536,you,,,,,
2536,you,,,,,
2536,Googly - Goo,,,,,
2537,you,,,,,
2538,Googly - Goo,,,,,
2539,a messenger,,,,,
2539,a messenger,,,,,
2540,the strangers,,,,,
2541,I,,,,,
2541,I,,,,,
2541,I,,,,,
2544,we,,,,,
2544,I,,,,,
2544,the gardener 's boy,,,,,
2544,I,,,,,
2544,I,,,,,
2544,Lord Googly - Goo,,,,,
2545,The King,,,,,
2545,The King,,,,,
2545,"Button - Bright , Button - Bright 's mouth half full of cake and jam",,,,,
2546,Trot,,,,,
2547,Trot,,,,,
2548,Poor Princess,,,,,
2548,Poor Princess,,,,,
2548,they,,,,,
2548,us,,,,,
2548,Bill Weedles,,,,,
2549,Bill Weedles,,,,,
2550,The two children,,,,,
2551,they,,,,,
2551,the servants,,,,,
2554,they,,,,,
2555,they,,,,,
2555,they,,,,,
2556,the strangers,,,,,
2556,the King and Googly - Goo,,,,,
2556,the King,,,,,
2556,the King,,,,,
2556,the strangers,,,,,
2557,the King,,,,,
2557,the wooden - legged man,,,,,
2557,the wooden - legged man,,,,,
2558,Googly - Goo,,,,,
2558,the wooden - legged man,,,,,
2558,Googly - Goo,,,,,
2561,the King,,,,,
2563,the Wicked Witch,,,,,
2564,the King,,,,,
2565,the King,,,,,
2566,the woman,,,,,
2567,I,,,,,
2568,a servant,,,,,
2569,I,,,,,
2569,they,,,,,
2569,they,,,,,
2570,they,,,,,
2570,they,,,,,
2570,they,,,,,
2571,Googly - Goo,,,,,
2572,their,,,,,
2573,the King,,,,,
2573,the gardener 's boy,,,,,
2573,the gardener 's boy,,,,,
2573,the gardener 's boy,,,,,
2573,a ladder,,,,,
2574,this,,,,,
2574,by the King,,,,,
2575,the King,,,,,
2575,the King,,,,,
2576,he,,,,,
2576,he,,,,,
2578,the King,,,,,
2578,the King,,,,,
2579,Googly - Goo,,,,,
2579,Googly - Goo,,,,,
2580,the two dreadful men,,,,,
2580,the two dreadful men,,,,,
2580,the two dreadful men,,,,,
2582,Trot,,,,,
2582,Trot,,,,,
2582,the King,,,,,
2583,Trot,,,,,
2583,Trot,,,,,
2583,Gloria,,,,,
2584,the King,,,,,
2584,Trot,,,,,
2584,Trot,,,,,
2584,Trot,,,,,
2585,Gloria,,,,,
2586,Trot,,,,,
2586,Trot,,,,,
2586,Trot,,,,,
2586,Trot,,,,,
2587,Trot,,,,,
2588,Trot,,,,,
2588,her,,,,,
2588,her,,,,,
2589,her,,,,,
2590,they,,,,,
2590,her,,,,,
2591,me,,,,,
2592,you,,,,,
2593,you,,,,,
2594,Pon Summons,,,,,
2594,you,,,,,
2594,you,,,,,
2594,you,,,,,
2595,you,,,,,
2595,you,,,,,
2595,you,,,,,
2596,I,,,,,
2596,Trot,,,,,
2598,you,,,,,
2599,you,,,,,
2599,almost anyone,,,,,
2600,Trot,,,,,
2600,you,,,,,
2600,you,,,,,
2601,you,,,,,
2601,a young lady,,,,,
2601,a young lady,,,,,
2601,a young lady,,,,,
2601,a young lady,,,,,
2602,a young lady 's heart alone,,,,,
2602,a young lady,,,,,
2603,"by this speech , which seemed to Trot 's unreasonable",,,,,
2603,Trot,,,,,
2603,Gloria 's,,,,,
2603,Gloria 's,,,,,
2604,Trot,,,,,
2605,they,,,,,
2605,the King and Googly - Goo,,,,,
2607,This evil creature,,,,,
2607,This evil creature,,,,,
2607,the people of Jinxland,,,,,
2608,by the steep mountains and the bottomless gulf,,,,,
2609,King King Krewl,,,,,
2609,several witches,,,,,
2611,The King,,,,,
2611,The King,,,,,
2611,The King,,,,,
2611,her,,,,,
2612,obliged,,,,,
2612,The King,,,,,
2612,to - day Lord Googly - Goo,,,,,
2612,to - day Lord Googly - Goo,,,,,
2612,The King,,,,,
2613,her,,,,,
2613,The King,,,,,
2614,her,,,,,
2615,her,,,,,
2616,you,,,,,
2616,you,,,,,
2617,I,,,,,
2617,love and cats,,,,,
2618,I,,,,,
2618,I,,,,,
2618,something,,,,,
2618,something,,,,,
2619,something,,,,,
2619,the King,,,,,
2620,I,,,,,
2621,I,,,,,
2621,Gloria 's,,,,,
2622,Googly - Goo,,,,,
2623,They,,,,,
2623,Googly - Goo,,,,,
2623,Googly - Goo,,,,,
2624,they,,,,,
2624,they,,,,,
2625,the King,,,,,
2625,the strangers,,,,,
2625,the King,,,,,
2625,the King,,,,,
2625,the two children -- the boy and the girl,,,,,
2625,the King,,,,,
2626,The witch 's face,,,,,
2626,The witch 's,,,,,
2627,this wizard,,,,,
2627,this wizard,,,,,
2628,The witch 's,,,,,
2628,The witch 's,,,,,
2628,The witch 's,,,,,
2629,you,,,,,
2630,you,,,,,
2630,Googly - Goo,,,,,
2630,Googly - Goo,,,,,
2630,Googly - Goo,,,,,
2630,Googly - Goo,,,,,
2630,Googly - Goo,,,,,
2630,the other two,,,,,
2630,the other two,,,,,
2631,The sailor - man,,,,,
2631,The sailor - man,,,,,
2631,The sailor - man,,,,,
2631,The sailor - man,,,,,
2632,the Wicked Witch and the King,,,,,
2632,the Wicked Witch and the King,,,,,
2632,The sailor - man,,,,,
2632,The sailor - man,,,,,
2634,the Wicked Witch,,,,,
2634,the Wicked Witch,,,,,
2635,The sailor - man,,,,,
2636,I,,,,,
2636,I,,,,,
2636,I,,,,,
2636,him,,,,,
2637,the King,,,,,
2638,him,,,,,
2638,I,,,,,
2638,If him discovers what I are doing him,,,,,
2638,destroy,,,,,
2638,the King,,,,,
2638,I,,,,,
2639,I,,,,,
2640,I,,,,,
2640,I,,,,,
2641,she,,,,,
2642,she,,,,,
2642,she,,,,,
2643,she,,,,,
2643,your Majesty,,,,,
2644,your Majesty,,,,,
2645,she,,,,,
2645,she,,,,,
2645,she,,,,,
2646,Billina,,,,,
2648,A great cloud of smoke,,,,,
2649,both Blinkie and the King,,,,,
2649,a little gray grasshopper,,,,,
2651,it,,,,,
2651,it,,,,,
2651,it,,,,,
2652,you people,,,,,
2653,it,,,,,
2654,the Wicked Witch,,,,,
2655,the Wicked Witch,,,,,
2655,the Wicked Witch,,,,,
2655,it,,,,,
2655,we,,,,,
2655,it,,,,,
2656,It,,,,,
2657,the King,,,,,
2659,they both,,,,,
2659,they both,,,,,
2659,they both,,,,,
2659,they both 's,,,,,
2660,Trot,,,,,
2660,the little girl,,,,,
2660,the little girl,,,,,
2661,she,,,,,
2662,she,,,,,
2662,she,,,,,
2663,the servants,,,,,
2663,the servants,,,,,
2663,Cap'n Billina 's,,,,,
2663,the servants,,,,,
2664,she,,,,,
2664,she,,,,,
2664,she,,,,,
2664,she,,,,,
2666,a soldier,,,,,
2667,her,,,,,
2667,her,,,,,
2668,The King,,,,,
2669,The King,,,,,
2670,you,,,,,
2670,you,,,,,
2671,I,,,,,
2671,"the boy , you 's companion",,,,,
2672,you,,,,,
2674,I,,,,,
2674,I,,,,,
2675,I,,,,,
2675,I,,,,,
2675,I,,,,,
2677,I,,,,,
2678,I,,,,,
2679,her,,,,,
2679,her,,,,,
2680,her,,,,,
2680,I,,,,,
2680,her,,,,,
2680,her,,,,,
2681,Button - Bright,,,,,
2682,He,,,,,
2682,He,,,,,
2683,He,,,,,
2684,We,,,,,
2684,We,,,,,
2685,I,,,,,
2687,we,,,,,
2688,I,,,,,
2689,I,,,,,
2690,I,,,,,
2691,Button - Bright,,,,,
2693,his,,,,,
2693,his,,,,,
2693,his 's eyes,,,,,
2693,we,,,,,
2693,we,,,,,
2693,we,,,,,
2694,we,,,,,
2694,we,,,,,
2694,we,,,,,
2695,his,,,,,
2695,her,,,,,
2695,her,,,,,
2696,she,,,,,
2697,They,,,,,
2697,They,,,,,
2697,They,,,,,
2698,They,,,,,
2698,no house or building,,,,,
2698,They,,,,,
2699,They,,,,,
2699,him,,,,,
2699,him,,,,,
2699,They,,,,,
2700,she,,,,,
2700,she,,,,,
2703,us,,,,,
2703,us,,,,,
2704,Whoever,,,,,
2704,Whoever lives there,,,,,
2704,the King,,,,,
2705,us,,,,,
2705,us,,,,,
2705,us,,,,,
2705,us,,,,,
2706,"by They 's only friend and guardian , Bill Weedles",,,,,
2707,They,,,,,
2707,They,,,,,
2707,They,,,,,
2708,Trot,,,,,
2708,Trot,,,,,
2708,the gardener 's boy,,,,,
2709,They,,,,,
2710,They,,,,,
2710,the gardener 's boy,,,,,
2711,King King Krewl,,,,,
2711,I,,,,,
2711,I,,,,,
2711,to - day King King Krewl,,,,,
2711,I,,,,,
2712,the King and Googly - Goo,,,,,
2712,Gloria,,,,,
2713,"old Blinkie , the Wicked Witch",,,,,
2714,"old Blinkie , the Wicked Witch",,,,,
2714,by the suggestion,,,,,
2715,I,,,,,
2715,the Wicked Witch,,,,,
2716,she,,,,,
2717,I,,,,,
2718,she,,,,,
2720,we,,,,,
2722,Summons,,,,,
2723,Button - Bright,,,,,
2723,Button - Bright,,,,,
2723,Button - Bright,,,,,
2724,The little girl and the gardener 's boy,,,,,
2725,Pon Summons,,,,,
2725,Pon Summons,,,,,
2726,Pon Summons,,,,,
2726,Pon Summons,,,,,
2728,sleep,,,,,
2729,Glinda the Good,,,,,
2731,Glinda the Good,,,,,
2731,Glinda the Good,,,,,
2731,Glinda the Good,,,,,
2732,Even the famous Wizard of Oz,,,,,
2732,her,,,,,
2732,Even the famous Wizard of Oz,,,,,
2732,Everyone,,,,,
2732,her,,,,,
2733,No one,,,,,
2733,all,,,,,
2735,her 's eyes,,,,,
2736,her 's mouth,,,,,
2737,Glinda the Sorceress,,,,,
2737,Glinda the Sorceress,,,,,
2738,Glinda the Sorceress,,,,,
2738,Glinda the Sorceress 's beauty,,,,,
2739,Glinda the Sorceress,,,,,
2742,Glinda the Sorceress,,,,,
2743,Glinda the Sorceress,,,,,
2743,Glinda the Sorceress,,,,,
2743,Glinda the Sorceress 's duties,,,,,
2743,those,,,,,
2744,an attendant,,,,,
2746,the Wizard of the Land of Oz,,,,,
2748,the Scarecrow of Oz,,,,,
2748,all,,,,,
2748,all who knew the Scarecrow of Oz,,,,,
2748,few people in Oz,,,,,
2748,few people in Oz,,,,,
2749,the Scarecrow of Oz,,,,,
2749,the Scarecrow of Oz,,,,,
2749,the Scarecrow of Oz,,,,,
2749,the Scarecrow of Oz,,,,,
2749,the Scarecrow of Oz,,,,,
2750,Glinda the Royal Sorceress 's,,,,,
2751,the Scarecrow of Oz,,,,,
2751,the Scarecrow of Oz,,,,,
2752,Glinda the Sorceress,,,,,
2752,Glinda the Sorceress,,,,,
2753,Glinda the Sorceress,,,,,
2755,the Scarecrow of Oz,,,,,
2756,Glinda the Sorceress,,,,,
2757,"by a range of high mountains , at the foot of which lies a wide , deep gulf that is supposed to be impassable",,,,,
2758,he,,,,,
2759,Glinda the Sorceress,,,,,
2759,Oz people,,,,,
2760,my book,,,,,
2760,the Scarecrow of Oz,,,,,
2761,by a wicked man called King Krewl,,,,,
2761,a wicked man called King Krewl,,,,,
2762,Most of the people,,,,,
2763,several Wicked Witches,,,,,
2764,several Wicked Witches,,,,,
2764,several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
2764,the Scarecrow of Oz,,,,,
2765,several Wicked Witches,,,,,
2765,several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
2765,several Wicked Witches,,,,,
2765,one of several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
2766,one of them,,,,,
2766,one of them,,,,,
2767,the Scarecrow of Oz,,,,,
2769,Trot and Button - Bright,,,,,
2770,the King 's and the witches,,,,,
2770,Trot and Button - Bright,,,,,
2770,Glinda the Sorceress 's,,,,,
2771,Glinda the Sorceress 's,,,,,
2772,I,,,,,
2772,I,,,,,
2773,I,,,,,
2773,I,,,,,
2774,Glinda the Sorceress,,,,,
2774,Glinda the Sorceress,,,,,
2775,Glinda the Sorceress,,,,,
2775,Glinda the Sorceress,,,,,
2775,I,,,,,
2776,I Oz,,,,,
2777,I,,,,,
2778,You,,,,,
2779,I,,,,,
2779,I,,,,,
2779,I,,,,,
2780,I,,,,,
2780,Button - Bright,,,,,
2780,I,,,,,
2780,Button - Bright,,,,,
2781,You,,,,,
2781,You,,,,,
2781,I,,,,,
2781,You,,,,,
2782,me,,,,,
2782,me,,,,,
2783,I,,,,,
2783,I,,,,,
2783,a light,,,,,
2784,me,,,,,
2786,me,,,,,
2786,the mountains,,,,,
2787,the Scarecrow of Oz,,,,,
2787,the Scarecrow of Oz,,,,,
2788,a small rope,,,,,
2788,by Glinda the Sorceress,,,,,
2789,the Scarecrow of Oz,,,,,
2789,the Scarecrow of Oz,,,,,
2789,the Scarecrow of Oz,,,,,
2790,the Scarecrow of Oz,,,,,
2790,the Scarecrow of Oz,,,,,
2791,the Scarecrow of Oz,,,,,
2791,the Scarecrow of Oz,,,,,
2791,the Scarecrow of Oz,,,,,
2791,a fuzzy brown spider,,,,,
2791,a fuzzy brown spider,,,,,
2792,he,,,,,
2792,he,,,,,
2792,the spider,,,,,
2792,the spider,,,,,
2792,the spider,,,,,
2792,the spider,,,,,
2792,the spider,,,,,
2792,the spider,,,,,
2793,he,,,,,
2793,the spider,,,,,
2793,the spider,,,,,
2793,"the spider , which unrolled itself and quickly ate up the pills",,,,,
2794,the spider,,,,,
2794,the spider,,,,,
2794,"the spider , which unrolled itself and quickly ate up the pills",,,,,
2794,two slender but strong strands,,,,,
2795,two slender but strong strands,,,,,
2795,he,,,,,
2795,he,,,,,
2795,a person,,,,,
2795,he,,,,,
2795,he,,,,,
2796,two slender but strong strands,,,,,
2796,two slender but strong strands that reached way across the gulf,,,,,
2796,the strength,,,,,
2796,two slender but strong strands,,,,,
2798,he,,,,,
2798,he,,,,,
2798,he,,,,,
2798,he,,,,,
2801,"the gardener 's boy , Button - Bright",,,,,
2801,"the gardener 's boy , Button - Bright",,,,,
2801,"the gardener 's boy , Button - Bright",,,,,
2802,he,,,,,
2802,he,,,,,
2802,he,,,,,
2802,he,,,,,
2803,he,,,,,
2803,he,,,,,
2803,he,,,,,
2805,he,,,,,
2805,he,,,,,
2806,he,,,,,
2806,he,,,,,
2806,he,,,,,
2806,he,,,,,
2807,I,,,,,
2808,Someone,,,,,
2808,Trot,,,,,
2809,Trot,,,,,
2809,Trot,,,,,
2809,I,,,,,
2809,Trot,,,,,
2809,I,,,,,
2810,Pon Summons,,,,,
2810,they,,,,,
2811,they,,,,,
2811,they,,,,,
2811,they,,,,,
2811,two soldiers,,,,,
2811,two soldiers,,,,,
2812,the little girl,,,,,
2812,the little girl,,,,,
2812,the little girl,,,,,
2812,two soldiers,,,,,
2812,the little girl 's steps,,,,,
2813,King King Krewl,,,,,
2813,King King Krewl,,,,,
2814,this group,,,,,
2814,Trot,,,,,
2815,I,,,,,
2815,Pon Summons,,,,,
2816,us,,,,,
2816,them,,,,,
2816,them,,,,,
2817,them,,,,,
2818,my dear Gloria,,,,,
2819,us,,,,,
2820,I,,,,,
2821,they,,,,,
2821,they,,,,,
2822,they,,,,,
2822,they,,,,,
2822,they,,,,,
2822,they,,,,,
2822,Pon Summons,,,,,
2822,Pon Summons,,,,,
2822,Pon Summons,,,,,
2823,Blinkie 's 's,,,,,
2824,the guards,,,,,
2824,by the old witch,,,,,
2825,She,,,,,
2825,She,,,,,
2825,She,,,,,
2825,She,,,,,
2825,She,,,,,
2826,her victim,,,,,
2826,her victim,,,,,
2826,they,,,,,
2826,her victim,,,,,
2826,they,,,,,
2826,even the King,,,,,
2826,even the King,,,,,
2827,Pon Summons,,,,,
2827,Pon Summons,,,,,
2827,Pon Summons,,,,,
2827,one of they,,,,,
2827,one of they,,,,,
2827,one of they,,,,,
2828,Trot,,,,,
2829,Pon Summons,,,,,
2829,Pon Summons,,,,,
2831,you,,,,,
2832,you,,,,,
2832,the King,,,,,
2832,you 's,,,,,
2832,the unlucky circumstance of you 's loving her,,,,,
2832,you,,,,,
2833,I,,,,,
2833,you,,,,,
2833,I.,,,,,
2834,we,,,,,
2834,we,,,,,
2834,they,,,,,
2835,we,,,,,
2835,we,,,,,
2835,those inside the witch 's house,,,,,
2835,we,,,,,
2835,we Trot,,,,,
2836,the King,,,,,
2836,Googly - Goo,,,,,
2837,the King,,,,,
2837,the witch 's,,,,,
2837,Gloria,,,,,
2837,the witch 's,,,,,
2838,the King,,,,,
2839,some unpleasant features,,,,,
2839,me,,,,,
2839,me,,,,,
2839,you,,,,,
2840,me,,,,,
2841,me,,,,,
2841,me 's soldiers,,,,,
2841,me,,,,,
2842,me,,,,,
2842,Trot and Pon Summons,,,,,
2842,Trot and Pon Summons,,,,,
2842,Trot and Pon Summons managed,,,,,
2843,me,,,,,
2843,me,,,,,
2843,me,,,,,
2844,they,,,,,
2844,they,,,,,
2844,Blinkie,,,,,
2845,her victim,,,,,
2845,her victim,,,,,
2845,her victim,,,,,
2845,her victim,,,,,
2846,Blinkie,,,,,
2847,a kettle that was swinging by a chain over the fire,,,,,
2848,Blinkie,,,,,
2848,These hags,,,,,
2848,These hags,,,,,
2848,These hags,,,,,
2849,First one and then another,,,,,
2851,one,,,,,
2851,one,,,,,
2852,Trot,,,,,
2852,Trot,,,,,
2852,anything,,,,,
2853,Blinkie,,,,,
2853,poured,,,,,
2853,the kettle,,,,,
2854,the beautiful witches,,,,,
2854,the beautiful witches,,,,,
2855,the Wicked Witch,,,,,
2855,the Wicked Witch,,,,,
2855,the Wicked Witch who had called the beautiful witches to the Wicked Witch who had called them to her aid 's aid,,,,,
2855,the Wicked Witch,,,,,
2857,the kettle,,,,,
2857,the beautiful witches,,,,,
2858,Blinkie,,,,,
2858,Blinkie,,,,,
2859,Blinkie,,,,,
2860,Magic art,,,,,
2861,Blinkie,,,,,
2862,Trot,,,,,
2862,Princess Gloria 's beating heart,,,,,
2866,the girl,,,,,
2866,the girl,,,,,
2866,the girl,,,,,
2866,the group of witches,,,,,
2867,the group of witches,,,,,
2867,the group of witches confronting her,,,,,
2867,the group of witches,,,,,
2868,the three beautiful ones,,,,,
2868,the three beautiful ones,,,,,
2868,Blinkie,,,,,
2868,Blinkie,,,,,
2869,Trot,,,,,
2869,Trot,,,,,
2869,Trot,,,,,
2869,the three beautiful ones,,,,,
2870,the three beautiful ones,,,,,
2870,the Princess,,,,,
2871,the Princess,,,,,
2871,the Princess,,,,,
2872,the witches,,,,,
2872,the Princess,,,,,
2873,Trot and Pon Summons,,,,,
2874,Gloria,,,,,
2875,The witches,,,,,
2875,The witches,,,,,
2875,The witches,,,,,
2877,Fear,,,,,
2877,Pon,,,,,
2877,a deer,,,,,
2878,The band of witches,,,,,
2878,The band of witches,,,,,
2878,The band of witches,,,,,
2879,The band of witches Blinkie,,,,,
2879,The band of witches Blinkie,,,,,
2880,Blinkie,,,,,
2880,the fugitives,,,,,
2880,Blinkie,,,,,
2880,Blinkie,,,,,
2880,the fugitives,,,,,
2881,Pon Summons Trot,,,,,
2881,the fugitives,,,,,
2881,the fugitives,,,,,
2881,the fugitives,,,,,
2882,the first,,,,,
2882,Trot,,,,,
2883,I,,,,,
2883,Pon Summons,,,,,
2884,they,,,,,
2884,Gloria 's,,,,,
2885,they,,,,,
2885,Pon Summons,,,,,
2885,Pon Summons,,,,,
2885,Pon Summons,,,,,
2886,the girl,,,,,
2887,Gloria 's,,,,,
2888,she,,,,,
2888,the King 's,,,,,
2889,she,,,,,
2889,I.,,,,,
2889,I,,,,,
2889,I,,,,,
2889,I,,,,,
2889,I,,,,,
2889,she,,,,,
2890,us,,,,,
2890,the King 's Summons,,,,,
2890,us,,,,,
2891,I,,,,,
2891,us,,,,,
2891,us,,,,,
2891,us,,,,,
2892,The Wicked Witch,,,,,
2892,The Wicked Witch,,,,,
2892,The Wicked Witch,,,,,
2893,Pon Summons and Trot,,,,,
2893,Pon Summons and Trot,,,,,
2893,Gloria,,,,,
2894,Gloria,,,,,
2894,Gloria,,,,,
2895,Pon Summons,,,,,
2896,Gloria,,,,,
2896,Gloria,,,,,
2897,the poor gardener 's boy,,,,,
2897,the poor gardener 's boy,,,,,
2897,by the poor gardener 's boy 's distress,,,,,
2898,the Princess,,,,,
2898,the Princess,,,,,
2898,unwilling her skirts,,,,,
2898,the Princess,,,,,
2898,the Princess,,,,,
2898,the Princess,,,,,
2899,by the poor gardener 's boy 's sobs,,,,,
2899,the Princess,,,,,
2900,Trot,,,,,
2901,Trot,,,,,
2901,Trot,,,,,
2902,Gloria,,,,,
2902,Gloria,,,,,
2903,even me,,,,,
2904,Gloria,,,,,
2905,the little girl,,,,,
2907,You,,,,,
2908,You,,,,,
2909,You,,,,,
2910,Trot,,,,,
2910,You,,,,,
2910,You,,,,,
2910,anybody,,,,,
2913,I,,,,,
2914,Trot,,,,,
2914,Trot,,,,,
2915,Trot,,,,,
2915,her,,,,,
2916,I.,,,,,
2916,Trot,,,,,
2917,I,,,,,
2917,I,,,,,
2918,I,,,,,
2918,I,,,,,
2919,I,,,,,
2921,her,,,,,
2921,I,,,,,
2921,I,,,,,
2921,I,,,,,
2922,I,,,,,
2922,I,,,,,
2922,the Princess,,,,,
2923,he,,,,,
2924,the Princess,,,,,
2924,the others,,,,,
2924,the Princess,,,,,
2925,the Princess,,,,,
2927,Googly - Goo,,,,,
2928,I,,,,,
2929,you,,,,,
2929,you,,,,,
2929,you,,,,,
2930,Googly - Goo,,,,,
2931,this,,,,,
2931,Googly - Goo,,,,,
2932,you,,,,,
2932,you,,,,,
2933,I,,,,,
2933,I,,,,,
2935,I,,,,,
2936,even I.,,,,,
2936,we,,,,,
2937,you,,,,,
2937,you,,,,,
2937,you,,,,,
2938,we,,,,,
2938,I,,,,,
2939,I,,,,,
2939,I,,,,,
2939,I,,,,,
2939,the King,,,,,
2940,your,,,,,
2940,it,,,,,
2941,your,,,,,
2941,I,,,,,
2942,I,,,,,
2942,I,,,,,
2942,a blow,,,,,
2943,with surprise,,,,,
2944,the old courtier,,,,,
2945,the old courtier,,,,,
2945,the old courtier,,,,,
2945,the old courtier,,,,,
2946,Chapter Fifteen Trot,,,,,
2946,the Scarecrow Trot,,,,,
2946,Pon,,,,,
2946,Pon,,,,,
2947,Trot,,,,,
2948,Pon Summons,,,,,
2948,Pon Summons,,,,,
2949,Pon Summons,,,,,
2949,Pon Summons,,,,,
2950,Pon Summons,,,,,
2951,a strange voice,,,,,
2952,Pon Summons,,,,,
2953,the Scarecrow of Oz,,,,,
2953,the Scarecrow,,,,,
2953,he,,,,,
2953,he,,,,,
2953,the Scarecrow of Oz,,,,,
2953,he,,,,,
2953,the Scarecrow of Oz,,,,,
2953,they,,,,,
2953,the Scarecrow of Oz,,,,,
2954,Pon Summons,,,,,
2955,Pon Summons,,,,,
2955,the Scarecrow of Oz,,,,,
2955,he,,,,,
2955,he,,,,,
2956,the Scarecrow of Oz,,,,,
2956,he,,,,,
2956,he,,,,,
2956,Trot,,,,,
2957,the Scarecrow of Oz,,,,,
2957,he,,,,,
2957,he,,,,,
2958,he,,,,,
2960,who,,,,,
2960,the little girl,,,,,
2960,who,,,,,
2961,he,,,,,
2961,you,,,,,
2962,he,,,,,
2962,he,,,,,
2962,he,,,,,
2963,the Wizard of Oz,,,,,
2964,the Wizard of Oz,,,,,
2964,the Wizard of Oz,,,,,
2965,I,,,,,
2965,I,,,,,
2965,I,,,,,
2965,I,,,,,
2965,My,,,,,
2966,My,,,,,
2966,My,,,,,
2967,My,,,,,
2968,Pon Summons,,,,,
2970,the strangers from the big world,,,,,
2970,the strangers from the big world,,,,,
2971,Pon Summons,,,,,
2971,Pon Summons,,,,,
2972,you,,,,,
2972,Pon Summons,,,,,
2972,a Scarecrow of Oz with painted eyes,,,,,
2973,you,,,,,
2973,Trot,,,,,
2974,the Scarecrow of Oz,,,,,
2975,Trot,,,,,
2975,the Scarecrow of Oz,,,,,
2976,the Scarecrow of Oz,,,,,
2976,the Scarecrow of Oz,,,,,
2977,that old woman,,,,,
2977,that old woman,,,,,
2977,that old woman,,,,,
2977,that old woman,,,,,
2978,Trot and Pon Summons,,,,,
2979,Trot and Pon Summons,,,,,
2979,Trot and Pon Summons,,,,,
2981,"old Blinkie , the Wicked Witch",,,,,
2981,"old Blinkie , the Wicked Witch",,,,,
2981,"old Blinkie , the Wicked Witch",,,,,
2981,"old Blinkie , the Wicked Witch",,,,,
2982,The Scarecrow of Oz,,,,,
2982,"old Blinkie , the Wicked Witch",,,,,
2983,Blinkie,,,,,
2983,Blinkie,,,,,
2983,Blinkie,,,,,
2984,His,,,,,
2985,Blinkie,,,,,
2985,Blinkie,,,,,
2986,Blinkie,,,,,
2986,Blinkie,,,,,
2987,His Oz,,,,,
2988,Blinkie,,,,,
2988,his head,,,,,
2989,Blinkie,,,,,
2989,Pon Summons and Trot,,,,,
2989,Blinkie,,,,,
2989,Blinkie,,,,,
2989,Blinkie,,,,,
2989,Pon Summons and Trot,,,,,
2990,a gray grasshopper with a wooden leg,,,,,
2991,the Scarecrow of Oz'sOz 's,,,,,
2992,a gray grasshopper with a wooden leg,,,,,
2993,I,,,,,
2993,I.,,,,,
2993,I,,,,,
2994,you,,,,,
2994,The brains in the head you are now occupying as a throne,,,,,
2995,I,,,,,
2995,one,,,,,
2996,me,,,,,
2996,me,,,,,
2997,I,,,,,
2997,I,,,,,
2997,Pon Summons and Trot,,,,,
2997,Pon Summons and Trot,,,,,
2999,the grasshopper,,,,,
3000,I Oz,,,,,
3000,both I 's eyes,,,,,
3001,Princess Gloria,,,,,
3001,Princess Gloria,,,,,
3001,Princess,,,,,
3002,the Scarecrow of Oz,,,,,
3002,the Scarecrow of Oz,,,,,
3003,the grasshopper -- who of course was Cap'n Billina -- as the grasshopper -- who of course was Cap'n,,,,,
3004,Billina,,,,,
3005,This,,,,,
3005,This,,,,,
3005,the Wicked Witch,,,,,
3006,the Scarecrow of OzOz,,,,,
3007,One so lovely,,,,,
3008,you,,,,,
3008,you,,,,,
3009,you,,,,,
3010,"by the appearance of Trot and Pon Summons , who had hidden in some bushes just over the brow of the hill and waited until old Blinkie had passed Trot and Pon Summons , who had hidden in some bushes just over the brow of the hill and waited until old Blinkie had passed them by by",,,,,
3010,you,,,,,
3010,Trot and Pon Summons,,,,,
3010,old Blinkie,,,,,
3010,Trot and Pon Summons,,,,,
3010,old Blinkie,,,,,
3011,Trot and Pon Summons,,,,,
3011,old Blinkie,,,,,
3011,the witch 's,,,,,
3011,the girl and the youth,,,,,
3012,Trot,,,,,
3012,Trot,,,,,
3013,Pon Summons,,,,,
3013,Gloria,,,,,
3013,the gardener 's boy,,,,,
3013,the gardener 's boy,,,,,
3014,Neither of them,,,,,
3014,the small grasshopper,,,,,
3014,the small grasshopper,,,,,
3015,the Scarecrow of Oz 's,,,,,
3015,the Scarecrow of Oz 's,,,,,
3015,he,,,,,
3016,he,,,,,
3016,he,,,,,
3019,the Wicked Witch,,,,,
